passenger_num,passenger_id,preference,assigned_seat,booked_flight,passed_security,arrival_time,joined_security,joined_boarding_queue,booked_flight_time
208,176,,10,Flight-681,1,2024-11-30 15:33:02,2024-11-30 15:33:02,2024-11-30 15:33:02,2024-11-30 11:13:02
209,170,,17,Flight-681,1,2024-11-30 15:33:02,2024-11-30 15:33:02,2024-11-30 15:43:02,2024-11-30 11:13:02
210,77,,20,Flight-228,1,2024-11-30 15:43:02,2024-11-30 15:43:02,2024-11-30 15:53:02,2024-11-30 14:13:02
211,145,,28,Flight-228,1,2024-11-30 15:53:02,2024-11-30 15:53:02,2024-11-30 16:03:02,2024-11-30 12:03:02
212,84,,23,Flight-989,1,2024-11-30 15:53:02,2024-11-30 15:53:02,2024-11-30 16:03:02,2024-11-30 12:23:02
213,6,,11,Flight-228,1,2024-11-30 16:03:02,2024-11-30 16:03:02,2024-11-30 16:13:02,2024-11-30 10:53:02
214,144,,10,Flight-989,1,2024-11-30 16:13:02,2024-11-30 16:13:02,2024-11-30 16:13:02,2024-11-30 12:03:02
215,178,,20,Flight-989,1,2024-11-30 16:13:02,2024-11-30 16:13:02,2024-11-30 16:13:02,2024-11-30 14:23:02
216,1,,5,Flight-990,1,2024-11-30 19:03:02,2024-11-30 19:03:02,2024-11-30 19:13:02,2024-11-30 16:23:02
217,3,,36,Flight-990,1,2024-11-30 19:03:02,2024-11-30 19:03:02,2024-11-30 19:23:02,2024-11-30 11:53:02
218,93,,3,Flight-990,1,2024-11-30 19:13:02,2024-11-30 19:13:02,2024-11-30 19:23:02,2024-11-30 15:23:02
219,152,,1,Flight-990,1,2024-11-30 19:23:02,2024-11-30 19:23:02,2024-11-30 19:23:02,2024-11-30 17:13:02
220,159,,8,Flight-990,1,2024-11-30 19:23:02,2024-11-30 19:23:02,2024-11-30 19:23:02,2024-11-30 17:33:02
221,190,,17,Flight-990,1,2024-11-30 19:03:02,2024-11-30 19:03:02,2024-11-30 19:23:02,2024-11-30 15:13:02
222,182,,32,Flight-990,1,2024-11-30 19:23:02,2024-11-30 19:23:02,2024-11-30 19:33:02,2024-11-30 15:43:02
223,48,,15,Flight-637,1,2024-11-30 22:13:02,2024-11-30 22:13:02,2024-11-30 22:13:02,2024-11-30 11:13:02
224,60,,34,Flight-637,1,2024-11-30 22:13:02,2024-11-30 22:13:02,2024-11-30 22:13:02,2024-11-30 14:23:02
225,42,,17,Flight-637,1,2024-11-30 22:03:02,2024-11-30 22:03:02,2024-11-30 22:13:02,2024-11-30 16:23:02
226,62,,16,Flight-637,1,2024-11-30 22:03:02,2024-11-30 22:03:02,2024-11-30 22:13:02,2024-11-30 21:03:02
227,5,,29,Flight-637,1,2024-11-30 22:13:02,2024-11-30 22:13:02,2024-11-30 22:13:02,2024-11-30 15:33:02
228,124,,41,Flight-637,1,2024-11-30 22:03:02,2024-11-30 22:03:02,2024-11-30 22:13:02,2024-11-30 11:13:02
229,44,,14,Flight-637,1,2024-11-30 22:13:02,2024-11-30 22:13:02,2024-11-30 22:23:02,2024-11-30 12:33:02
230,80,,12,Flight-637,1,2024-11-30 22:13:02,2024-11-30 22:13:02,2024-11-30 22:23:02,2024-11-30 17:33:02
231,51,,11,Flight-637,1,2024-11-30 22:23:02,2024-11-30 22:23:02,2024-11-30 22:23:02,2024-11-30 16:13:02
232,11,,26,Flight-637,1,2024-11-30 22:23:02,2024-11-30 22:23:02,2024-11-30 22:23:02,2024-11-30 12:03:02
233,59,,50,Flight-637,1,2024-11-30 22:23:02,2024-11-30 22:23:02,2024-11-30 22:23:02,2024-11-30 13:33:02
234,63,,39,Flight-637,1,2024-11-30 22:03:02,2024-11-30 22:03:02,2024-11-30 22:23:02,2024-11-30 18:23:02
235,49,,47,Flight-637,1,2024-11-30 22:03:02,2024-11-30 22:03:02,2024-11-30 22:23:02,2024-11-30 17:53:02
236,146,,44,Flight-637,1,2024-11-30 22:13:02,2024-11-30 22:13:02,2024-11-30 22:23:02,2024-11-30 18:33:02
237,43,,31,Flight-637,1,2024-11-30 22:23:02,2024-11-30 22:23:02,2024-11-30 22:23:02,2024-11-30 19:13:02
238,74,,49,Flight-637,1,2024-11-30 22:23:02,2024-11-30 22:23:02,2024-11-30 22:23:02,2024-11-30 13:43:02
239,165,,38,Flight-637,1,2024-11-30 22:23:02,2024-11-30 22:23:02,2024-11-30 22:23:02,2024-11-30 11:03:02
240,33,,9,Flight-637,1,2024-11-30 22:23:02,2024-11-30 22:23:02,2024-11-30 22:33:02,2024-11-30 20:43:02
241,121,,5,Flight-637,1,2024-11-30 22:33:02,2024-11-30 22:33:02,2024-11-30 22:33:02,2024-11-30 10:33:02
242,72,,13,Flight-637,1,2024-11-30 22:33:02,2024-11-30 22:33:02,2024-11-30 22:33:02,2024-11-30 19:43:02
243,87,,8,Flight-637,1,2024-11-30 22:23:02,2024-11-30 22:33:02,2024-11-30 22:33:02,2024-11-30 20:53:02
244,69,,7,Flight-637,1,2024-11-30 22:33:02,2024-11-30 22:33:02,2024-11-30 22:33:02,2024-11-30 12:03:02
245,138,,36,Flight-637,1,2024-11-30 22:33:02,2024-11-30 22:33:02,2024-11-30 22:43:02,2024-11-30 15:13:02
246,164,,19,Flight-901,1,2024-12-01 03:03:02,2024-12-01 03:03:02,2024-12-01 03:03:02,2024-11-30 16:33:02
247,46,,9,Flight-901,1,2024-12-01 03:03:02,2024-12-01 03:03:02,2024-12-01 03:03:02,2024-11-30 11:53:02
248,103,,13,Flight-901,1,2024-12-01 02:43:02,2024-12-01 02:43:02,2024-12-01 03:03:02,2024-11-30 23:23:02
249,34,,46,Flight-901,1,2024-12-01 02:53:02,2024-12-01 02:53:02,2024-12-01 03:03:02,2024-12-01 01:53:02
250,109,,29,Flight-901,1,2024-12-01 02:53:02,2024-12-01 02:53:02,2024-12-01 03:03:02,2024-12-01 00:43:02
251,141,,43,Flight-901,1,2024-12-01 02:43:02,2024-12-01 02:43:02,2024-12-01 03:13:02,2024-11-30 17:33:02
252,166,,12,Flight-901,1,2024-12-01 02:53:02,2024-12-01 02:53:02,2024-12-01 03:13:02,2024-11-30 18:53:02
253,76,,1,Flight-901,1,2024-12-01 03:03:02,2024-12-01 03:03:02,2024-12-01 03:13:02,2024-11-30 13:03:02
254,79,,6,Flight-901,1,2024-12-01 03:03:02,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-11-30 22:33:02
255,45,,20,Flight-901,1,2024-12-01 02:53:02,2024-12-01 03:03:02,2024-12-01 03:13:02,2024-11-30 22:33:02
256,137,,22,Flight-901,1,2024-12-01 03:03:02,2024-12-01 03:03:02,2024-12-01 03:13:02,2024-11-30 19:03:02
257,75,,4,Flight-901,1,2024-12-01 02:43:02,2024-12-01 02:43:02,2024-12-01 03:03:02,2024-11-30 17:43:02
258,189,,30,Flight-901,1,2024-12-01 02:53:02,2024-12-01 03:03:02,2024-12-01 03:13:02,2024-11-30 23:43:02
259,155,,49,Flight-901,1,2024-12-01 03:03:02,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-11-30 18:33:02
260,26,,15,Flight-901,1,2024-12-01 03:03:02,2024-12-01 03:03:02,2024-12-01 03:13:02,2024-11-30 12:43:02
261,100,,23,Flight-901,1,2024-12-01 02:53:02,2024-12-01 02:53:02,2024-12-01 03:13:02,2024-11-30 15:03:02
262,179,,7,Flight-901,1,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-11-30 20:23:02
263,148,,42,Flight-901,1,2024-12-01 02:53:02,2024-12-01 03:03:02,2024-12-01 03:13:02,2024-11-30 19:53:02
264,123,,34,Flight-901,1,2024-12-01 03:03:02,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-11-30 16:13:02
265,132,,28,Flight-901,1,2024-12-01 03:03:02,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-11-30 18:43:02
266,9,,24,Flight-901,1,2024-12-01 02:53:02,2024-12-01 02:53:02,2024-12-01 03:13:02,2024-11-30 17:53:02
267,21,,47,Flight-901,1,2024-12-01 03:03:02,2024-12-01 03:03:02,2024-12-01 03:13:02,2024-11-30 14:23:02
268,177,,36,Flight-901,1,2024-12-01 02:43:02,2024-12-01 02:43:02,2024-12-01 03:13:02,2024-11-30 20:23:02
269,185,,45,Flight-901,1,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-11-30 23:33:02
270,140,,18,Flight-901,1,2024-12-01 03:03:02,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-11-30 23:03:02
271,187,,2,Flight-901,1,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-11-30 21:13:02
272,92,,17,Flight-901,1,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-11-30 18:13:02
273,96,,48,Flight-901,1,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 01:23:02
274,86,,16,Flight-901,1,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 00:33:02
275,171,,21,Flight-901,1,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-11-30 15:53:02
276,120,,27,Flight-901,1,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 03:23:02,2024-12-01 01:23:02
277,115,,3,Flight-901,1,2024-12-01 03:13:02,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-11-30 11:53:02
278,13,,18,Flight-451,1,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-11-30 19:23:02
279,162,,12,Flight-451,1,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-12-01 00:13:02
280,101,,33,Flight-901,1,2024-12-01 03:13:02,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-11-30 15:43:02
281,131,,11,Flight-451,1,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 03:23:02,2024-11-30 13:03:02
282,64,,8,Flight-901,1,2024-12-01 03:13:02,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-11-30 14:43:02
283,154,,37,Flight-451,1,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 03:23:02,2024-12-01 01:33:02
284,23,,35,Flight-451,1,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-11-30 20:33:02
285,52,,5,Flight-451,1,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-11-30 16:03:02
286,41,,23,Flight-451,1,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-12-01 01:43:02
287,12,,17,Flight-451,1,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 03:23:02,2024-11-30 22:53:02
288,28,,48,Flight-451,1,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-11-30 11:53:02
289,191,,26,Flight-451,1,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-11-30 18:53:02
290,112,,28,Flight-451,1,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-11-30 17:03:02
291,7,,14,Flight-451,1,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-12-01 03:33:02,2024-11-30 17:53:02
292,73,,15,Flight-451,1,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 03:33:02,2024-11-30 22:13:02
293,197,,16,Flight-451,1,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-12-01 03:33:02,2024-11-30 12:33:02
294,54,,19,Flight-451,1,2024-12-01 03:23:02,2024-12-01 03:23:02,2024-12-01 03:33:02,2024-12-01 01:43:02
295,14,,21,Flight-451,1,2024-12-01 03:13:02,2024-12-01 03:13:02,2024-12-01 03:33:02,2024-11-30 23:03:02
296,113,,47,Flight-451,1,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-11-30 12:53:02
297,32,,3,Flight-451,1,2024-12-01 03:23:02,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-11-30 19:23:02
298,37,,1,Flight-451,1,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-11-30 15:43:02
299,20,,7,Flight-451,1,2024-12-01 03:23:02,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-11-30 17:33:02
300,61,,43,Flight-451,1,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-11-30 18:13:02
301,173,,4,Flight-451,1,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-12-01 01:23:02
302,24,,42,Flight-451,1,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-12-01 00:03:02
303,15,,8,Flight-451,1,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-11-30 21:23:02
304,106,,20,Flight-451,1,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-11-30 13:33:02
305,193,,9,Flight-451,1,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-12-01 03:33:02,2024-11-30 19:13:02
306,30,,38,Flight-451,1,2024-12-01 03:43:02,2024-12-01 03:43:02,2024-12-01 03:43:02,2024-11-30 10:13:02
307,127,,41,Flight-451,1,2024-12-01 03:43:02,2024-12-01 03:43:02,2024-12-01 03:43:02,2024-11-30 23:33:02
308,116,,46,Flight-451,1,2024-12-01 03:43:02,2024-12-01 03:43:02,2024-12-01 03:43:02,2024-11-30 20:03:02
309,160,,2,Flight-451,1,2024-12-01 03:43:02,2024-12-01 03:53:02,2024-12-01 03:53:02,2024-11-30 17:33:02
310,194,,10,Flight-451,1,2024-12-01 03:43:02,2024-12-01 03:53:02,2024-12-01 03:53:02,2024-11-30 18:03:02
311,111,,44,Flight-451,1,2024-12-01 03:43:02,2024-12-01 03:53:02,2024-12-01 03:53:02,2024-11-30 14:43:02
312,71,,9,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-11-30 20:33:02
313,192,,39,Flight-987,1,2024-12-01 05:33:02,2024-12-01 05:33:02,2024-12-01 05:43:02,2024-12-01 03:03:02
314,199,,32,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-11-30 10:23:02
315,142,,8,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 03:13:02
316,25,,2,Flight-987,1,2024-12-01 05:33:02,2024-12-01 05:33:02,2024-12-01 05:43:02,2024-12-01 03:03:02
317,114,,42,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-11-30 16:23:02
318,29,,4,Flight-987,1,2024-12-01 05:33:02,2024-12-01 05:33:02,2024-12-01 05:43:02,2024-11-30 11:53:02
319,2,,34,Flight-987,1,2024-12-01 05:33:02,2024-12-01 05:33:02,2024-12-01 05:43:02,2024-11-30 18:33:02
320,90,,7,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-11-30 14:33:02
321,8,,18,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-11-30 22:53:02
322,78,,45,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 02:23:02
323,157,,26,Flight-987,1,2024-12-01 05:33:02,2024-12-01 05:33:02,2024-12-01 05:43:02,2024-11-30 12:23:02
324,158,,25,Flight-987,1,2024-12-01 05:33:02,2024-12-01 05:33:02,2024-12-01 05:53:02,2024-12-01 02:43:02
325,125,,5,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 05:53:02,2024-12-01 00:23:02
326,36,,40,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 05:53:02,2024-11-30 13:03:02
327,57,,10,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-11-30 15:33:02
328,16,,38,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 02:53:02
329,174,,49,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 05:53:02,2024-11-30 16:33:02
330,149,,17,Flight-987,1,2024-12-01 05:33:02,2024-12-01 05:43:02,2024-12-01 05:53:02,2024-11-30 22:23:02
331,130,,47,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 05:53:02,2024-12-01 02:23:02
332,168,,15,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-12-01 01:33:02
333,39,,16,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:43:02,2024-12-01 05:53:02,2024-11-30 11:23:02
334,35,,24,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-11-30 21:33:02
335,169,,35,Flight-987,1,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-11-30 15:53:02
336,89,,41,Flight-987,1,2024-12-01 05:43:02,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-12-01 02:53:02
337,40,,48,Flight-987,1,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-11-30 23:53:02
338,56,,33,Flight-987,1,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-11-30 17:43:02
339,58,,12,Flight-987,1,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-11-30 21:13:02
340,108,,27,Flight-987,1,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-11-30 22:03:02
341,91,,46,Flight-987,1,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-12-01 00:13:02
342,186,,1,Flight-987,1,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-12-01 06:03:02,2024-11-30 11:53:02
343,95,,31,Flight-987,1,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-12-01 06:03:02,2024-12-01 02:53:02
344,97,,29,Flight-987,1,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-12-01 06:03:02,2024-12-01 02:43:02
345,31,,19,Flight-987,1,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-12-01 06:03:02,2024-11-30 22:33:02
346,161,,36,Flight-987,1,2024-12-01 05:53:02,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-12-01 02:23:02
347,104,,22,Flight-987,1,2024-12-01 05:53:02,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-11-30 14:23:02
348,83,,50,Flight-987,1,2024-12-01 05:53:02,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-11-30 20:53:02
349,195,,28,Flight-987,1,2024-12-01 05:53:02,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-11-30 11:53:02
350,150,,21,Flight-987,1,2024-12-01 05:53:02,2024-12-01 05:53:02,2024-12-01 06:03:02,2024-11-30 16:23:02
351,105,,6,Flight-987,1,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-11-30 22:13:02
352,67,,43,Flight-987,1,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-11-30 15:33:02
353,184,,14,Flight-987,1,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-12-01 03:03:02
354,10,,13,Flight-987,1,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-12-01 02:23:02
355,153,,37,Flight-987,1,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-11-30 22:43:02
356,47,,11,Flight-987,1,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-12-01 00:23:02
357,129,,23,Flight-987,1,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-11-30 21:23:02
358,156,,30,Flight-987,1,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-12-01 06:13:02,2024-11-30 19:03:02
359,17,,44,Flight-987,1,2024-12-01 06:03:02,2024-12-01 06:13:02,2024-12-01 06:13:02,2024-11-30 13:13:02
360,110,,20,Flight-987,1,2024-12-01 06:13:02,2024-12-01 06:13:02,2024-12-01 06:13:02,2024-11-30 22:53:02
361,66,,3,Flight-987,1,2024-12-01 06:03:02,2024-12-01 06:03:02,2024-12-01 06:13:02,2024-11-30 21:53:02
362,61,business,2,Flight-643,1,2024-12-01 17:54:52,2024-12-01 17:54:52,2024-12-01 18:14:52,2024-12-01 16:04:52
363,30,economy,28,Flight-466,1,2024-12-02 02:24:52,2024-12-02 02:24:52,2024-12-02 02:24:52,2024-12-01 20:44:52
364,75,business,16,Flight-466,1,2024-12-02 02:24:52,2024-12-02 02:24:52,2024-12-02 02:24:52,2024-12-01 20:34:52
365,4,business,10,Flight-466,1,2024-12-02 02:24:52,2024-12-02 02:24:52,2024-12-02 02:24:52,2024-12-01 20:04:52
366,153,economy,49,Flight-466,1,2024-12-02 02:24:52,2024-12-02 02:24:52,2024-12-02 02:24:52,2024-12-01 18:24:52
367,85,economy,26,Flight-466,1,2024-12-02 02:04:52,2024-12-02 02:04:52,2024-12-02 02:24:52,2024-12-01 23:54:52
368,32,business,19,Flight-466,1,2024-12-02 02:14:52,2024-12-02 02:14:52,2024-12-02 02:34:52,2024-12-01 23:14:52
369,38,business,14,Flight-466,1,2024-12-02 02:14:52,2024-12-02 02:14:52,2024-12-02 02:34:52,2024-12-01 21:44:52
370,155,economy,48,Flight-466,1,2024-12-02 02:04:52,2024-12-02 02:14:52,2024-12-02 02:34:52,2024-12-01 21:14:52
371,9,business,7,Flight-466,1,2024-12-02 02:24:52,2024-12-02 02:24:52,2024-12-02 02:34:52,2024-12-01 23:34:52
372,183,economy,44,Flight-466,1,2024-12-02 02:34:52,2024-12-02 02:34:52,2024-12-02 02:34:52,2024-12-01 17:14:52
373,102,economy,38,Flight-466,1,2024-12-02 02:14:52,2024-12-02 02:14:52,2024-12-02 02:34:52,2024-12-01 17:04:52
374,71,economy,32,Flight-466,1,2024-12-02 02:24:52,2024-12-02 02:24:52,2024-12-02 02:34:52,2024-12-01 22:34:52
375,60,economy,27,Flight-466,1,2024-12-02 02:04:52,2024-12-02 02:04:52,2024-12-02 02:34:52,2024-12-02 00:34:52
376,197,economy,25,Flight-466,1,2024-12-02 02:34:52,2024-12-02 02:34:52,2024-12-02 02:34:52,2024-12-01 17:54:52
377,14,business,2,Flight-466,1,2024-12-02 02:34:52,2024-12-02 02:34:52,2024-12-02 02:34:52,2024-12-01 20:34:52
378,161,business,3,Flight-466,1,2024-12-02 02:24:52,2024-12-02 02:24:52,2024-12-02 02:34:52,2024-12-01 23:14:52
379,43,business,11,Flight-466,1,2024-12-02 02:34:52,2024-12-02 02:34:52,2024-12-02 02:34:52,2024-12-01 22:04:52
380,37,business,17,Flight-466,1,2024-12-02 02:34:52,2024-12-02 02:34:52,2024-12-02 02:34:52,2024-12-01 22:04:52
381,174,business,1,Flight-466,1,2024-12-02 02:34:52,2024-12-02 02:34:52,2024-12-02 02:44:52,2024-12-02 00:14:52
382,12,business,9,Flight-466,1,2024-12-02 02:34:52,2024-12-02 02:44:52,2024-12-02 02:44:52,2024-12-01 23:24:52
383,59,business,16,Flight-886,1,2024-12-02 03:24:52,2024-12-02 03:24:52,2024-12-02 03:34:52,2024-12-01 23:54:52
384,123,business,10,Flight-886,1,2024-12-02 03:24:52,2024-12-02 03:24:52,2024-12-02 03:34:52,2024-12-01 15:54:52
385,1,economy,21,Flight-886,1,2024-12-02 03:34:52,2024-12-02 03:34:52,2024-12-02 03:44:52,2024-12-02 00:04:52
386,83,economy,31,Flight-886,1,2024-12-02 03:24:52,2024-12-02 03:24:52,2024-12-02 03:44:52,2024-12-01 19:24:52
387,10,business,19,Flight-886,1,2024-12-02 03:44:52,2024-12-02 03:44:52,2024-12-02 03:44:52,2024-12-01 16:24:52
388,16,business,17,Flight-886,1,2024-12-02 03:34:52,2024-12-02 03:34:52,2024-12-02 03:44:52,2024-12-01 16:24:52
389,156,business,3,Flight-886,1,2024-12-02 03:24:52,2024-12-02 03:24:52,2024-12-02 03:44:52,2024-12-02 02:04:52
390,179,business,12,Flight-886,1,2024-12-02 03:24:52,2024-12-02 03:24:52,2024-12-02 03:44:52,2024-12-02 01:04:52
391,135,business,18,Flight-886,1,2024-12-02 03:34:52,2024-12-02 03:34:52,2024-12-02 03:44:52,2024-12-01 20:44:52
392,171,economy,33,Flight-886,1,2024-12-02 03:44:52,2024-12-02 03:44:52,2024-12-02 03:44:52,2024-12-01 18:34:52
393,178,business,1,Flight-886,1,2024-12-02 03:44:52,2024-12-02 03:44:52,2024-12-02 03:54:52,2024-12-01 17:54:52
394,144,business,7,Flight-886,1,2024-12-02 03:44:52,2024-12-02 03:54:52,2024-12-02 03:54:52,2024-12-02 01:24:52
395,180,business,4,Flight-886,1,2024-12-02 03:44:52,2024-12-02 03:44:52,2024-12-02 03:54:52,2024-12-02 00:04:52
396,124,business,5,Flight-886,1,2024-12-02 03:44:52,2024-12-02 03:54:52,2024-12-02 03:54:52,2024-12-02 00:34:52
397,7,business,6,Flight-598,1,2024-12-02 06:54:52,2024-12-02 06:54:52,2024-12-02 06:54:52,2024-12-01 21:44:52
398,11,economy,28,Flight-598,1,2024-12-02 06:54:52,2024-12-02 06:54:52,2024-12-02 06:54:52,2024-12-02 04:54:52
399,18,business,20,Flight-598,1,2024-12-02 06:44:52,2024-12-02 06:44:52,2024-12-02 06:54:52,2024-12-01 23:54:52
400,58,business,18,Flight-598,1,2024-12-02 06:44:52,2024-12-02 06:44:52,2024-12-02 06:54:52,2024-12-01 22:34:52
401,101,business,13,Flight-598,1,2024-12-02 06:44:52,2024-12-02 06:44:52,2024-12-02 06:54:52,2024-12-01 21:04:52
402,129,business,8,Flight-598,1,2024-12-02 06:54:52,2024-12-02 06:54:52,2024-12-02 06:54:52,2024-12-02 04:34:52
403,159,economy,23,Flight-598,1,2024-12-02 06:54:52,2024-12-02 06:54:52,2024-12-02 06:54:52,2024-12-02 04:44:52
404,132,economy,33,Flight-598,1,2024-12-02 06:54:52,2024-12-02 06:54:52,2024-12-02 07:04:52,2024-12-02 00:14:52
405,109,business,5,Flight-598,1,2024-12-02 06:54:52,2024-12-02 07:04:52,2024-12-02 07:04:52,2024-12-01 17:04:52
406,175,business,14,Flight-598,1,2024-12-02 06:54:52,2024-12-02 07:04:52,2024-12-02 07:04:52,2024-12-02 04:24:52
407,93,economy,21,Flight-598,1,2024-12-02 06:54:52,2024-12-02 07:04:52,2024-12-02 07:04:52,2024-12-02 05:44:52
408,119,business,7,Flight-598,1,2024-12-02 06:44:52,2024-12-02 06:44:52,2024-12-02 06:54:52,2024-12-01 19:04:52
409,177,economy,22,Flight-598,1,2024-12-02 06:54:52,2024-12-02 07:04:52,2024-12-02 07:04:52,2024-12-01 18:54:52
410,184,economy,31,Flight-598,1,2024-12-02 07:04:52,2024-12-02 07:04:52,2024-12-02 07:04:52,2024-12-01 19:04:52
411,138,business,15,Flight-598,1,2024-12-02 07:04:52,2024-12-02 07:04:52,2024-12-02 07:04:52,2024-12-01 18:54:52
412,103,business,3,Flight-598,1,2024-12-02 07:04:52,2024-12-02 07:04:52,2024-12-02 07:04:52,2024-12-01 22:44:52
413,185,business,17,Flight-598,1,2024-12-02 07:04:52,2024-12-02 07:04:52,2024-12-02 07:04:52,2024-12-02 02:24:52
